time,open,high,low,close,volume
2026-07-15T19:57:00.000Z,29369,29371,29366,29368,1
2026-07-15T19:58:00.000Z,29368,29371,29366,29369,1
2026-07-15T19:59:00.000Z,29369,29372,29367,29370,1
2026-07-16T13:30:00.000Z,29340,29341,29337,29338,1
2026-07-16T13:31:00.000Z,29338,29339,29335,29336,1
2026-07-16T13:32:00.000Z,29336,29337,29333,29334,1
2026-07-16T13:33:00.000Z,29334,29335,29331,29332,1
2026-07-16T13:34:00.000Z,29332,29333,29329,29330,1
2026-07-16T13:35:00.000Z,29330,29331,29327,29328,1
2026-07-16T13:36:00.000Z,29328,29329,29325,29326,1
2026-07-16T13:37:00.000Z,29326,29327,29323,29324,1
2026-07-16T13:38:00.000Z,29324,29325,29321,29322,1
2026-07-16T13:39:00.000Z,29322,29323,29319,29320,1
2026-07-16T13:40:00.000Z,29320,29321,29317,29318,1
2026-07-16T13:41:00.000Z,29318,29319,29315,29316,1
2026-07-16T13:42:00.000Z,29316,29317,29313,29314,1
2026-07-16T13:43:00.000Z,29314,29315,29311,29312,1
2026-07-16T13:44:00.000Z,29312,29313,29309,29310,1
2026-07-16T13:45:00.000Z,29310,29311,29307,29308,1
2026-07-16T13:46:00.000Z,29308,29309,29305,29306,1
2026-07-16T13:47:00.000Z,29306,29307,29303,29304,1
2026-07-16T13:48:00.000Z,29304,29305,29301,29302,1
2026-07-16T13:49:00.000Z,29302,29303,29299,29300,1
2026-07-16T13:50:00.000Z,29300,29302,29295,29305,1
2026-07-16T13:51:00.000Z,29305,29307.5,29304,29306.5,1
2026-07-16T13:52:00.000Z,29306.5,29309,29305.5,29308,1
2026-07-16T13:53:00.000Z,29308,29310.5,29307,29309.5,1
2026-07-16T13:54:00.000Z,29309.5,29312,29308.5,29311,1
2026-07-16T13:55:00.000Z,29311,29313.5,29310,29312.5,1
2026-07-16T13:56:00.000Z,29312.5,29315,29311.5,29314,1
2026-07-16T13:57:00.000Z,29314,29316.5,29313,29315.5,1
2026-07-16T13:58:00.000Z,29315.5,29318,29314.5,29317,1
2026-07-16T13:59:00.000Z,29317,29319.5,29316,29318.5,1
2026-07-16T14:00:00.000Z,29320,29328,29315,29322,1
2026-07-16T14:01:00.000Z,29322,29352,29318,29348,1
2026-07-16T14:02:00.000Z,29348,29350,29340,29344,1
2026-07-16T14:03:00.000Z,29344,29346,29330,29332,1
2026-07-16T14:04:00.000Z,29332,29334,29319,29321,1
2026-07-16T14:05:00.000Z,29321,29328,29310,29327,1
2026-07-16T14:06:00.000Z,29327,29330,29326,29329,1
2026-07-16T14:07:00.000Z,29329,29332,29328,29331,1
2026-07-16T14:08:00.000Z,29331,29334,29330,29333,1
2026-07-16T14:09:00.000Z,29333,29336,29332,29335,1
2026-07-16T14:10:00.000Z,29335,29338,29334,29337,1
2026-07-16T14:11:00.000Z,29337,29340,29336,29339,1
2026-07-16T14:12:00.000Z,29339,29342,29338,29341,1
2026-07-16T14:13:00.000Z,29341,29344,29340,29343,1
2026-07-16T14:14:00.000Z,29343,29346,29342,29345,1
2026-07-16T14:15:00.000Z,29345,29348,29344,29347,1
2026-07-16T14:16:00.000Z,29347,29350,29346,29349,1
2026-07-16T14:17:00.000Z,29349,29352,29348,29351,1
2026-07-16T14:18:00.000Z,29351,29354,29350,29353,1
2026-07-16T14:19:00.000Z,29353,29356,29352,29355,1
2026-07-16T14:20:00.000Z,29355,29358,29354,29357,1
2026-07-16T14:21:00.000Z,29357,29360,29356,29359,1
2026-07-16T14:22:00.000Z,29359,29362,29358,29361,1
2026-07-16T14:23:00.000Z,29361,29364,29360,29363,1
2026-07-16T14:24:00.000Z,29363,29366,29362,29365,1
2026-07-16T14:25:00.000Z,29365,29368,29364,29367,1
2026-07-16T14:26:00.000Z,29367,29370,29366,29369,1
2026-07-16T14:27:00.000Z,29369,29372,29368,29371,1
2026-07-16T14:28:00.000Z,29371,29374,29370,29373,1
2026-07-16T14:29:00.000Z,29373,29376,29372,29375,1
2026-07-16T14:30:00.000Z,29375,29378,29374,29377,1
2026-07-16T14:31:00.000Z,29377,29380,29376,29379,1
2026-07-16T14:32:00.000Z,29379,29382,29378,29381,1
2026-07-16T14:33:00.000Z,29381,29384,29380,29383,1
2026-07-16T14:34:00.000Z,29383,29386,29382,29385,1
2026-07-16T14:35:00.000Z,29385,29388,29384,29387,1
2026-07-16T14:36:00.000Z,29387,29388.5,29386,29387.5,1
2026-07-16T14:37:00.000Z,29387.5,29389,29386.5,29388,1
2026-07-16T14:38:00.000Z,29388,29389.5,29387,29388.5,1
2026-07-16T14:39:00.000Z,29388.5,29390,29387.5,29389,1
2026-07-16T14:40:00.000Z,29389,29390.5,29388,29389.5,1
2026-07-16T14:41:00.000Z,29389.5,29391,29388.5,29390,1
2026-07-16T14:42:00.000Z,29390,29391.5,29389,29390.5,1
2026-07-16T14:43:00.000Z,29390.5,29392,29389.5,29391,1
2026-07-16T14:44:00.000Z,29391,29392.5,29390,29391.5,1
2026-07-16T14:45:00.000Z,29391.5,29392.5,29387.5,29388.5,1
2026-07-16T14:46:00.000Z,29388.5,29389.5,29384.5,29385.5,1
2026-07-16T14:47:00.000Z,29385.5,29386.5,29381.5,29382.5,1
2026-07-16T14:48:00.000Z,29382.5,29383.5,29378.5,29379.5,1
2026-07-16T14:49:00.000Z,29379.5,29380.5,29375.5,29376.5,1
2026-07-16T14:50:00.000Z,29376.5,29377.5,29372.5,29373.5,1
2026-07-16T14:51:00.000Z,29373.5,29374.5,29369.5,29370.5,1
2026-07-16T14:52:00.000Z,29370.5,29371.5,29366.5,29367.5,1
2026-07-16T14:53:00.000Z,29367.5,29368.5,29363.5,29364.5,1
2026-07-16T14:54:00.000Z,29364.5,29365.5,29360.5,29361.5,1
2026-07-16T14:55:00.000Z,29361.5,29362.5,29357.5,29358.5,1
2026-07-16T14:56:00.000Z,29358.5,29359.5,29354.5,29355.5,1
2026-07-16T14:57:00.000Z,29355.5,29356.5,29351.5,29352.5,1
2026-07-16T14:58:00.000Z,29352.5,29353.5,29348.5,29349.5,1
2026-07-16T14:59:00.000Z,29349.5,29350.5,29345.5,29346.5,1
2026-07-16T15:00:00.000Z,29346.5,29347.5,29343,29344,1
2026-07-16T15:01:00.000Z,29344,29345,29340.5,29341.5,1
2026-07-16T15:02:00.000Z,29341.5,29342.5,29338,29339,1
2026-07-16T15:03:00.000Z,29339,29340,29335.5,29336.5,1
2026-07-16T15:04:00.000Z,29336.5,29337.5,29333,29334,1
2026-07-16T15:05:00.000Z,29334,29335,29330.5,29331.5,1
2026-07-16T15:06:00.000Z,29331.5,29332.5,29328,29329,1
2026-07-16T15:07:00.000Z,29329,29330,29325.5,29326.5,1
2026-07-16T15:08:00.000Z,29326.5,29327.5,29323,29324,1
2026-07-16T15:09:00.000Z,29324,29325,29320.5,29321.5,1
2026-07-16T15:10:00.000Z,29321.5,29322.5,29318,29319,1
2026-07-16T15:11:00.000Z,29319,29320,29315.5,29316.5,1
2026-07-16T15:12:00.000Z,29316.5,29317.5,29313,29314,1
2026-07-16T15:13:00.000Z,29314,29315,29310.5,29311.5,1
2026-07-16T15:14:00.000Z,29332,29333,29326,29328,1
2026-07-16T15:15:00.000Z,29328,29340,29312,29336,1
2026-07-16T15:16:00.000Z,29336,29338,29335,29337,1
2026-07-16T15:17:00.000Z,29337,29339,29336,29338,1
2026-07-16T15:18:00.000Z,29338,29340,29337,29339,1
2026-07-16T15:19:00.000Z,29339,29341,29338,29340,1
2026-07-16T15:20:00.000Z,29340,29342,29339,29341,1
2026-07-16T15:21:00.000Z,29341,29343,29340,29342,1
2026-07-16T15:22:00.000Z,29342,29344,29341,29343,1
2026-07-16T15:23:00.000Z,29343,29345,29342,29344,1
2026-07-16T15:24:00.000Z,29344,29346,29343,29345,1
2026-07-16T15:25:00.000Z,29345,29347,29344,29346,1
2026-07-16T15:26:00.000Z,29346,29348,29345,29347,1
2026-07-16T15:27:00.000Z,29347,29349,29346,29348,1
2026-07-16T15:28:00.000Z,29348,29350,29347,29349,1
2026-07-16T15:29:00.000Z,29349,29351,29348,29350,1
2026-07-16T15:30:00.000Z,29350,29352,29349,29351,1
2026-07-16T15:31:00.000Z,29351,29353,29350,29352,1
2026-07-16T15:32:00.000Z,29352,29354,29351,29353,1
2026-07-16T15:33:00.000Z,29353,29355,29352,29354,1
2026-07-16T15:34:00.000Z,29354,29356,29353,29355,1
2026-07-16T15:35:00.000Z,29355,29357,29354,29356,1
2026-07-16T15:36:00.000Z,29356,29358,29355,29357,1
2026-07-16T15:37:00.000Z,29357,29359,29356,29358,1
2026-07-16T15:38:00.000Z,29358,29360,29357,29359,1
2026-07-16T15:39:00.000Z,29359,29361,29358,29360,1
2026-07-16T15:40:00.000Z,29360,29362,29359,29361,1
2026-07-16T15:41:00.000Z,29361,29363,29360,29362,1
2026-07-16T15:42:00.000Z,29362,29364,29361,29363,1
2026-07-16T15:43:00.000Z,29363,29365,29362,29364,1
2026-07-16T15:44:00.000Z,29364,29366,29363,29365,1
2026-07-16T15:45:00.000Z,29365,29367,29364,29366,1
2026-07-16T15:46:00.000Z,29366,29368,29365,29367,1
2026-07-16T15:47:00.000Z,29367,29369,29366,29368,1
2026-07-16T15:48:00.000Z,29368,29370,29367,29369,1
2026-07-16T15:49:00.000Z,29369,29371,29368,29370,1
2026-07-16T15:50:00.000Z,29370,29372,29369,29371,1
2026-07-16T15:51:00.000Z,29371,29373,29370,29372,1
2026-07-16T15:52:00.000Z,29372,29374,29371,29373,1
2026-07-16T15:53:00.000Z,29373,29375,29372,29374,1
2026-07-16T15:54:00.000Z,29374,29376,29373,29375,1
2026-07-16T15:55:00.000Z,29375,29377,29374,29376,1
2026-07-16T15:56:00.000Z,29376,29378,29375,29377,1
2026-07-16T15:57:00.000Z,29377,29379,29376,29378,1
2026-07-16T15:58:00.000Z,29378,29380,29377,29379,1
2026-07-16T15:59:00.000Z,29379,29381,29378,29380,1
2026-07-17T13:30:00.000Z,28680,28683,28679,28681,1
2026-07-17T13:31:00.000Z,28681,28684,28680,28682,1
2026-07-17T13:32:00.000Z,28682,28685,28681,28683,1
2026-07-17T13:33:00.000Z,28683,28686,28682,28684,1
2026-07-17T13:34:00.000Z,28684,28687,28683,28685,1
2026-07-17T13:35:00.000Z,28685,28688,28684,28686,1
2026-07-17T13:36:00.000Z,28686,28689,28685,28687,1
2026-07-17T13:37:00.000Z,28687,28690,28686,28688,1
2026-07-17T13:38:00.000Z,28688,28691,28687,28689,1
2026-07-17T13:39:00.000Z,28689,28692,28688,28690,1
2026-07-17T13:40:00.000Z,28690,28693,28689,28691,1
2026-07-17T13:41:00.000Z,28691,28694,28690,28692,1
2026-07-17T13:42:00.000Z,28692,28695,28691,28693,1
2026-07-17T13:43:00.000Z,28693,28696,28692,28694,1
2026-07-17T13:44:00.000Z,28694,28697,28693,28695,1
2026-07-17T13:45:00.000Z,28695,28698,28694,28696,1
2026-07-17T13:46:00.000Z,28696,28699,28695,28697,1
2026-07-17T13:47:00.000Z,28697,28700,28696,28698,1
2026-07-17T13:48:00.000Z,28698,28701,28697,28699,1
2026-07-17T13:49:00.000Z,28699,28702,28698,28700,1
2026-07-17T13:50:00.000Z,28700,28703,28699,28701,1
2026-07-17T13:51:00.000Z,28701,28704,28700,28702,1
2026-07-17T13:52:00.000Z,28702,28705,28701,28703,1
2026-07-17T13:53:00.000Z,28703,28706,28702,28704,1
2026-07-17T13:54:00.000Z,28704,28707,28703,28705,1
2026-07-17T13:55:00.000Z,28705,28708,28704,28706,1
2026-07-17T13:56:00.000Z,28706,28709,28705,28707,1
2026-07-17T13:57:00.000Z,28707,28710,28706,28708,1
2026-07-17T13:58:00.000Z,28708,28711,28707,28709,1
2026-07-17T13:59:00.000Z,28709,28712,28708,28710,1
2026-07-17T14:00:00.000Z,28665,28675,28660,28670,1
2026-07-17T14:01:00.000Z,28670,28700,28668,28695,1
2026-07-17T14:02:00.000Z,28690,28696,28645,28688,1
2026-07-17T14:03:00.000Z,28688,28694,28687,28692,1
2026-07-17T14:04:00.000Z,28692,28698,28691,28696,1
2026-07-17T14:05:00.000Z,28696,28702,28695,28700,1
2026-07-17T14:06:00.000Z,28700,28706,28699,28704,1
2026-07-17T14:07:00.000Z,28704,28710,28703,28708,1
2026-07-17T14:08:00.000Z,28708,28714,28707,28712,1
2026-07-17T14:09:00.000Z,28712,28718,28711,28716,1
2026-07-17T14:10:00.000Z,28716,28722,28715,28720,1
2026-07-17T14:11:00.000Z,28720,28726,28719,28724,1
2026-07-17T14:12:00.000Z,28724,28730,28723,28728,1
2026-07-17T14:13:00.000Z,28728,28734,28727,28732,1
2026-07-17T14:14:00.000Z,28732,28738,28731,28736,1
2026-07-17T14:15:00.000Z,28736,28742,28735,28740,1
2026-07-17T14:16:00.000Z,28740,28746,28739,28744,1
2026-07-17T14:17:00.000Z,28744,28750,28743,28748,1
2026-07-17T14:18:00.000Z,28748,28754,28747,28752,1
2026-07-17T14:19:00.000Z,28752,28758,28751,28756,1
2026-07-17T14:20:00.000Z,28756,28762,28755,28760,1
2026-07-17T14:21:00.000Z,28760,28766,28759,28764,1
2026-07-17T14:22:00.000Z,28764,28770,28763,28768,1
2026-07-17T14:23:00.000Z,28768,28774,28767,28772,1
2026-07-17T14:24:00.000Z,28772,28778,28771,28776,1
2026-07-17T14:25:00.000Z,28776,28782,28775,28780,1
2026-07-17T14:26:00.000Z,28780,28786,28779,28784,1
2026-07-17T14:27:00.000Z,28784,28790,28783,28788,1
2026-07-17T14:28:00.000Z,28788,28794,28787,28792,1
2026-07-17T14:29:00.000Z,28792,28798,28791,28796,1
